facility_name,state,zip_code,smr_date,mortality_rate,facility_name_lower
DIALYSIS CARE CENTER - HAZEL CREST,IL,60429,01Jan2021-31Dec2024,23.1,dialysis care center - hazel crest
DaVita Northgrove Dialysis,IL,62249,01Jan2021-31Dec2024,25.9,davita northgrove dialysis
DaVita Melrose Park Dialysis,IL,60160,01Jan2021-31Dec2024,11.7,davita melrose park dialysis
FKC - NEW LENOX,IL,60451,01Jan2021-31Dec2024,27.4,fkc - new lenox
DaVita Rutgers Park Dialysis,IL,60517,01Jan2021-31Dec2024,21.6,davita rutgers park dialysis
FKC - MADISON COUNTY,IL,62040,01Jan2021-31Dec2024,31.0,fkc - madison county
DaVita Ogden Dialysis,IL,60804,01Jan2021-31Dec2024,14.5,davita ogden dialysis
DCC - EVERGREEN PARK,IL,60805,01Jan2021-31Dec2024,18.3,dcc - evergreen park
Dialysis Care Center Rockford LLC,IL,61103,01Jan2021-31Dec2024,11.9,dialysis care center rockford llc
Home Dialysis Services Harvey LLC,IL,60426,01Jan2021-31Dec2024,30.2,home dialysis services harvey llc
Dialysis Care Center Vollmer LLC,IL,60411,01Jan2021-31Dec2024,30.9,dialysis care center vollmer llc
DaVita Edgewater Dialysis,IL,61104,01Jan2021-31Dec2024,3.7,davita edgewater dialysis
FKC - Grayslake,IL,60030,01Jan2021-31Dec2024,7.7,fkc - grayslake
PROVIDENT DIALYSIS CENTER,IL,60615,01Jan2021-31Dec2024,15.5,provident dialysis center
FMC - INDIANAPOLIS,IN,46208,01Jan2021-31Dec2024,17.5,fmc - indianapolis
FMC - GARY DIALYSIS,IN,46408,01Jan2021-31Dec2024,19.6,fmc - gary dialysis
FMC - INDIANAPOLIS-EAST,IN,46219,01Jan2021-31Dec2024,19.8,fmc - indianapolis-east
FMC - OHIO VALLEY DIALYSIS CENTER,IN,47713,01Jan2021-31Dec2024,14.4,fmc - ohio valley dialysis center
FMC - SOUTHERN INDIANA,IN,47129,01Jan2021-31Dec2024,21.5,fmc - southern indiana
DaVita Batesville Dialysis,IN,47006,01Jan2021-31Dec2024,18.8,davita batesville dialysis
FMC - RICHMOND,IN,47374,01Jan2021-31Dec2024,14.5,fmc - richmond
FMC - DIALYSIS INSTITUTE OF ANDERSON,IN,46016,01Jan2021-31Dec2024,16.9,fmc - dialysis institute of anderson
DaVita Lawrenceburg Dialysis Center,IN,47025,01Jan2021-31Dec2024,20.4,davita lawrenceburg dialysis center
DaVita Marion County Dialysis,IN,46203,01Jan2021-31Dec2024,29.5,davita marion county dialysis
FMC - NORTHEAST INDIANA KIDNEY CTR -,IN,46804,01Jan2021-31Dec2024,18.9,fmc - northeast indiana kidney ctr -
FMC - GRANT COUNTY DIALYSIS,IN,46952,01Jan2021-31Dec2024,18.7,fmc - grant county dialysis
FMC - CANAL DIALYSIS,IN,46774,01Jan2021-31Dec2024,22.2,fmc - canal dialysis
FMC - NORTHEAST INDIANA KIDNEY CENTER,IN,46580,01Jan2021-31Dec2024,14.5,fmc - northeast indiana kidney center
FMC - NEPHROLOGY  - MISHAWAKA,IN,46545,01Jan2021-31Dec2024,18.3,fmc - nephrology  - mishawaka
DaVita Comprehensive Renal Care - Gar,IN,46408,01Jan2021-31Dec2024,23.9,davita comprehensive renal care - gar
DaVita Comprehensive Renal Care - Ham,IN,46320,01Jan2021-31Dec2024,19.1,davita comprehensive renal care - ham
DaVita Jasper Dialysis,IN,47546,01Jan2021-31Dec2024,20.9,davita jasper dialysis
USRC NW INDIANAPOLIS,IN,46268,01Jan2021-31Dec2024,14.5,usrc nw indianapolis
FMC - INDIANAPOLIS-NORTH,IN,46260,01Jan2021-31Dec2024,24.8,fmc - indianapolis-north
FMC - KOKOMO,IN,46902,01Jan2021-31Dec2024,19.3,fmc - kokomo
DaVita Comprehensive Renal Care - Val,IN,46383,01Jan2021-31Dec2024,26.7,davita comprehensive renal care - val
FMC - NEPHROLOGY - ELKHART,IN,46517,01Jan2021-31Dec2024,21.7,fmc - nephrology - elkhart
FMC - INDIANAPOLIS-WEST,IN,46254,01Jan2021-31Dec2024,18.5,fmc - indianapolis-west
DaVita North Evansville Dialysis,IN,47710,01Jan2021-31Dec2024,25.1,davita north evansville dialysis
FMC - CROWN POINT,IN,46307,01Jan2021-31Dec2024,17.8,fmc - crown point
FMC - TRI-COUNTIES DIALYSIS CENTER,IN,46733,01Jan2021-31Dec2024,24.8,fmc - tri-counties dialysis center
DaVita Quad Counties Dialysis,IN,46706,01Jan2021-31Dec2024,13.6,davita quad counties dialysis
FMC - MERRILLVILLE DIALYSIS CENTER,IN,46410,01Jan2021-31Dec2024,20.5,fmc - merrillville dialysis center
FMC - NEPHROLOGY  - BLACKTHORN,IN,46628,01Jan2021-31Dec2024,20.3,fmc - nephrology  - blackthorn
DaVita Comprehensive Renal Care - Mic,IN,46360,01Jan2021-31Dec2024,21.0,davita comprehensive renal care - mic
DCI - INDIANAPOLIS,IN,46222,01Jan2021-31Dec2024,19.0,dci - indianapolis
DaVita Comprehensive Renal Care - Mun,IN,46321,01Jan2021-31Dec2024,18.1,davita comprehensive renal care - mun
FMC - DEKALB COUNTY DIALYSIS,IN,46706,01Jan2021-31Dec2024,16.5,fmc - dekalb county dialysis
FRESENIUS MEDICAL CARE SHELBY COUNTY,IN,46176,01Jan2021-31Dec2024,19.2,fresenius medical care shelby county
FMC - HENDRICKS COUNTY,IN,46122,01Jan2021-31Dec2024,23.6,fmc - hendricks county
FMC - MORGAN COUNTY,IN,46151,01Jan2021-31Dec2024,15.9,fmc - morgan county
FMC - FLOYD COUNTY,IN,47150,01Jan2021-31Dec2024,21.2,fmc - floyd county
FMC - NOBLESVILLE DIALYSIS,IN,46060,01Jan2021-31Dec2024,26.2,fmc - noblesville dialysis
FMC - COLUMBUS BARTHOLOMEW,IN,47203,01Jan2021-31Dec2024,20.6,fmc - columbus bartholomew
DaVita Comprehensive Renal Care - Eas,IN,46312,01Jan2021-31Dec2024,21.8,davita comprehensive renal care - eas
FMC - NEOMEDICA - MUNSTER,IN,46321,01Jan2021-31Dec2024,19.0,fmc - neomedica - munster
FMC - EAST CHICAGO DIALYSIS CENTER,IN,46312,01Jan2021-31Dec2024,19.7,fmc - east chicago dialysis center
FMC - PORTAGE DIALYSIS CENTER,IN,46368,01Jan2021-31Dec2024,14.3,fmc - portage dialysis center
FMC - GREENFIELD,IN,46140,01Jan2021-31Dec2024,19.1,fmc - greenfield
FMC - SEYMOUR,IN,47274,01Jan2021-31Dec2024,23.2,fmc - seymour
DaVita East Evansville Dialysis,IN,47714,01Jan2021-31Dec2024,21.9,davita east evansville dialysis
USRC GREENWOOD,IN,46143,01Jan2021-31Dec2024,18.9,usrc greenwood
DaVita Tell City Center,IN,47586,01Jan2021-31Dec2024,24.6,davita tell city center
FMC - DUPONT DIALYSIS,IN,46825,01Jan2021-31Dec2024,18.8,fmc - dupont dialysis
FMC -  LINTON,IN,47441,01Jan2021-31Dec2024,23.3,fmc -  linton
FMC - BLOOMINGTON MONROE,IN,47403,01Jan2021-31Dec2024,22.7,fmc - bloomington monroe
DaVita Merrillville Dialysis,IN,46410,01Jan2021-31Dec2024,23.4,davita merrillville dialysis
FMC -  SPENCER,IN,47460,01Jan2021-31Dec2024,29.1,fmc -  spencer
FMC - HUNTINGTON DIALYSIS,IN,46750,01Jan2021-31Dec2024,14.8,fmc - huntington dialysis
FMC- Logansport Dialysis,IN,46947,01Jan2021-31Dec2024,19.4,fmc- logansport dialysis
FMC - SHADELAND STATION,IN,46256,01Jan2021-31Dec2024,25.2,fmc - shadeland station
FMC - CONNERSVILLE,IN,47331,01Jan2021-31Dec2024,17.9,fmc - connersville
FMC - IRVINGTON,IN,46219,01Jan2021-31Dec2024,26.0,fmc - irvington
DaVita Vincennes Dialysis,IN,47591,01Jan2021-31Dec2024,24.2,davita vincennes dialysis
FMC - LAWRENCE COUNTY,IN,47421,01Jan2021-31Dec2024,18.8,fmc - lawrence county
USRC COFFEE CREEK DIALYSIS,IN,46304,01Jan2021-31Dec2024,16.0,usrc coffee creek dialysis
DaVita Westview Dialysis,IN,46222,01Jan2021-31Dec2024,19.1,davita westview dialysis
DaVita Lafayette Home Dialysis,IN,47905,01Jan2021-31Dec2024,23.7,davita lafayette home dialysis
FMC - LIBERTY DIALYSIS - CRAWFORDSVIL,IN,47933,01Jan2021-31Dec2024,15.6,fmc - liberty dialysis - crawfordsvil
USRC LAPORTE,IN,46350,01Jan2021-31Dec2024,22.8,usrc laporte
FMC - LIBERTY DIALYSIS - LAFAYETTE II,IN,47904,01Jan2021-31Dec2024,20.3,fmc - liberty dialysis - lafayette ii
DaVita Franklin (IN) at Home,IN,46131,01Jan2021-31Dec2024,17.2,davita franklin (in) at home
FMC New Castle,IN,47362,01Jan2021-31Dec2024,30.1,fmc new castle
FMC - WINCHESTER IN,IN,47394,01Jan2021-31Dec2024,20.9,fmc - winchester in
USRC NORTH MUNCIE,IN,47304,01Jan2021-31Dec2024,21.1,usrc north muncie
USRC KNOX DIALYSIS,IN,46534,01Jan2021-31Dec2024,20.7,usrc knox dialysis
FMC - CARMEL,IN,46032,01Jan2021-31Dec2024,16.9,fmc - carmel
"FMC - LIBERTY DIALYSIS - LEBANON, LLC",IN,46052,01Jan2021-31Dec2024,21.5,"fmc - liberty dialysis - lebanon, llc"
FMC - NEPHROLOGY - MARSHALL COUNTY,IN,46563,01Jan2021-31Dec2024,20.6,fmc - nephrology - marshall county
FMC - NEPHROLOGY - HOME,IN,46545,01Jan2021-31Dec2024,24.7,fmc - nephrology - home
DaVita Indy South Dialysis,IN,46143,01Jan2021-31Dec2024,19.4,davita indy south dialysis
USRC Kokomo Dialysis,IN,46902,01Jan2021-31Dec2024,23.6,usrc kokomo dialysis
DaVita Corydon Dialysis Center,IN,47112,01Jan2021-31Dec2024,15.1,davita corydon dialysis center
DaVita Carmel Dialysis,IN,46032,01Jan2021-31Dec2024,18.1,davita carmel dialysis
FMC - CORYDON,IN,47112,01Jan2021-31Dec2024,17.3,fmc - corydon
FMC - LIBERTY DIALYSIS - HAMMOND,IN,46324,01Jan2021-31Dec2024,18.7,fmc - liberty dialysis - hammond
FMC - TREE CITY DIALYSIS,IN,47240,01Jan2021-31Dec2024,21.0,fmc - tree city dialysis
DaVita Kendallville Renal Center,IN,46755,01Jan2021-31Dec2024,14.9,davita kendallville renal center
FMC - ELWOOD,IN,46036,01Jan2021-31Dec2024,21.3,fmc - elwood
DaVita Princeton Dialysis,IN,47670,01Jan2021-31Dec2024,18.3,davita princeton dialysis
DaVita Portage Dialysis,IN,46368,01Jan2021-31Dec2024,21.3,davita portage dialysis
FMC - DYER,IN,46311,01Jan2021-31Dec2024,16.9,fmc - dyer
FMC - MUNCIE DIALYSIS,IN,47304,01Jan2021-31Dec2024,26.5,fmc - muncie dialysis
USRC Lafayette Dialysis,IN,47905,01Jan2021-31Dec2024,12.8,usrc lafayette dialysis
DaVita North Vernon Dialysis,IN,47265,01Jan2021-31Dec2024,21.2,davita north vernon dialysis
DaVita Plainfield Renal Center,IN,46168,01Jan2021-31Dec2024,22.8,davita plainfield renal center
FMC - PERU DIALYSIS,IN,46970,01Jan2021-31Dec2024,19.8,fmc - peru dialysis
FMC - SCOTT COUNTY DIALYSIS,IN,47170,01Jan2021-31Dec2024,15.8,fmc - scott county dialysis
DaVita Hoosier Hills Dialysis,IN,47408,01Jan2021-31Dec2024,17.3,davita hoosier hills dialysis
FMC -  NEPHROLOGY - GOSHEN,IN,46526,01Jan2021-31Dec2024,22.7,fmc -  nephrology - goshen
DaVita Newburgh Dialysis,IN,47630,01Jan2021-31Dec2024,20.7,davita newburgh dialysis
DaVita Avon Dialysis,IN,46234,01Jan2021-31Dec2024,20.2,davita avon dialysis
DaVita Scottsburg Dialysis,IN,47170,01Jan2021-31Dec2024,28.0,davita scottsburg dialysis
DaVita Fort Wayne South,IN,46806,01Jan2021-31Dec2024,14.8,davita fort wayne south
DaVita Fort Wayne West Dialysis,IN,46804,01Jan2021-31Dec2024,12.7,davita fort wayne west dialysis
DaVita Appleseed Dialysis,IN,46804,01Jan2021-31Dec2024,21.1,davita appleseed dialysis
DaVita Jeffersonville Dialysis,IN,47130,01Jan2021-31Dec2024,27.0,davita jeffersonville dialysis
DaVita Paoli Dialysis,IN,47454,01Jan2021-31Dec2024,22.3,davita paoli dialysis
DaVita Summit City Dialysis,IN,46805,01Jan2021-31Dec2024,15.2,davita summit city dialysis
FMC - FISHERS DIALYSIS,IN,46037,01Jan2021-31Dec2024,20.1,fmc - fishers dialysis
DaVita Mishawaka Dialysis,IN,46545,01Jan2021-31Dec2024,21.3,davita mishawaka dialysis
DaVita Brownsburg Dialysis,IN,46112,01Jan2021-31Dec2024,13.3,davita brownsburg dialysis
Premier Dialysis Company,IN,46227,01Jan2021-31Dec2024,25.2,premier dialysis company
DaVita Eagle Highlands Dialysis,IN,46254,01Jan2021-31Dec2024,22.6,davita eagle highlands dialysis
DaVita South Bend West Dialysis,IN,46628,01Jan2021-31Dec2024,23.9,davita south bend west dialysis
DaVita Indy East Dialysis,IN,46219,01Jan2021-31Dec2024,18.8,davita indy east dialysis
DaVita Vincennes Home Dialysis,IN,47591,01Jan2021-31Dec2024,21.6,davita vincennes home dialysis
DaVita Elkhart Dialysis,IN,46514,01Jan2021-31Dec2024,22.5,davita elkhart dialysis
DaVita Spring Street Dialysis,IN,47130,01Jan2021-31Dec2024,16.7,davita spring street dialysis
DaVita Irish at Home,IN,46614,01Jan2021-31Dec2024,22.4,davita irish at home
FMC - Griffith,IN,46319,01Jan2021-31Dec2024,15.0,fmc - griffith
Schererville Dialysis Center,IN,46375,01Jan2021-31Dec2024,17.0,schererville dialysis center
Hammond Dialysis Center,IN,46320,01Jan2021-31Dec2024,18.6,hammond dialysis center
Merrillville North Dialysis Center,IN,46410,01Jan2021-31Dec2024,10.5,merrillville north dialysis center
USRC Michigan City Dialysis,IN,46360,01Jan2021-31Dec2024,17.3,usrc michigan city dialysis
Portage Dialysis Center,IN,46368,01Jan2021-31Dec2024,25.2,portage dialysis center
DaVita Three Rivers Dialysis,IN,46809,01Jan2021-31Dec2024,17.2,davita three rivers dialysis
DaVita Whitewater Valley Dialysis,IN,47374,01Jan2021-31Dec2024,19.2,davita whitewater valley dialysis
DaVita Fort Wayne North Dialysis,IN,46825,01Jan2021-31Dec2024,22.2,davita fort wayne north dialysis
DaVita Eagles Dialysis,IN,47712,01Jan2021-31Dec2024,17.7,davita eagles dialysis
DaVita Brazil Dialysis,IN,47834,01Jan2021-31Dec2024,21.1,davita brazil dialysis
DaVita La Porte Dialysis,IN,46350,01Jan2021-31Dec2024,17.5,davita la porte dialysis
DaVita Sullivan Dialysis,IN,47882,01Jan2021-31Dec2024,18.3,davita sullivan dialysis
DaVita University Dialysis of Indy,IN,46202,01Jan2021-31Dec2024,20.2,davita university dialysis of indy
DaVita Home Dialysis of Indianapolis,IN,46260,01Jan2021-31Dec2024,30.1,davita home dialysis of indianapolis
DaVita Metro Point Dialysis,IN,46202,01Jan2021-31Dec2024,10.2,davita metro point dialysis
DaVita Terre Haute Dialysis,IN,47807,01Jan2021-31Dec2024,22.4,davita terre haute dialysis
DaVita Freedom Dialysis,IN,47711,01Jan2021-31Dec2024,15.9,davita freedom dialysis
FRESENIUS KIDNEY CARE SOUTHPORT,IN,46227,01Jan2021-31Dec2024,20.7,fresenius kidney care southport
Munster Dialysis Center,IN,46321,01Jan2021-31Dec2024,19.7,munster dialysis center
"American Kidney Center of Madison, LL",IN,47250,01Jan2021-31Dec2024,26.2,"american kidney center of madison, ll"
DaVita Fall Creek,IN,46205,01Jan2021-31Dec2024,16.8,davita fall creek
Fresenius Kidney Care of Clark County,IN,47130,01Jan2021-31Dec2024,23.3,fresenius kidney care of clark county
FMC-Indianapolis Northeast,IN,46216,01Jan2021-31Dec2024,14.5,fmc-indianapolis northeast
Gary Dialysis Center,IN,46404,01Jan2021-31Dec2024,21.4,gary dialysis center
DaVita Whiting Dialysis,IN,46394,01Jan2021-31Dec2024,18.2,davita whiting dialysis
Valparaiso Dialysis,IN,46383,01Jan2021-31Dec2024,21.1,valparaiso dialysis
DaVita Speedway Dialysis,IN,46222,01Jan2021-31Dec2024,9.1,davita speedway dialysis
"Dialyze Direct Carmel, IN",IN,46032,01Jan2021-31Dec2024,32.5,"dialyze direct carmel, in"
USRC MHP Dialysis,IN,46176,01Jan2021-31Dec2024,21.6,usrc mhp dialysis
Fresenius Kidney Care North Elkhart,IN,46514,01Jan2021-31Dec2024,37.5,fresenius kidney care north elkhart
Dialysis Care Center Merrillville LLC,IN,46410,01Jan2021-31Dec2024,22.6,dialysis care center merrillville llc
Fresenius Kidney Care New Albany - IN,IN,47150,01Jan2021-31Dec2024,21.2,fresenius kidney care new albany - in
Hammond-Whiting Dialysis Center,IN,46320,01Jan2021-31Dec2024,29.1,hammond-whiting dialysis center
TRILOGY DIALYSIS - ARLINGTON,IN,46218,01Jan2021-31Dec2024,30.1,trilogy dialysis - arlington
DaVita Highland Dialysis,IN,47802,01Jan2021-31Dec2024,21.4,davita highland dialysis
Concerto Indiana LLC,IN,46410,01Jan2021-31Dec2024,27.2,concerto indiana llc
Trilogy Dialysis - Waterford,IN,46901,01Jan2021-31Dec2024,41.0,trilogy dialysis - waterford
Fresenius Kidney Care Anderson North,IN,46012,01Jan2021-31Dec2024,28.4,fresenius kidney care anderson north
RILEY HOSPITAL - PEDS DIALYSIS,IN,46202,01Jan2021-31Dec2024,6.3,riley hospital - peds dialysis
University of Iowa Hospital & Clinics,IA,52242,01Jan2021-31Dec2024,17.4,university of iowa hospital & clinics
Mercy Medical Center - Clinton,IA,52732,01Jan2021-31Dec2024,18.0,mercy medical center - clinton
Wayne County Hospital ESRD,IA,50060,01Jan2021-31Dec2024,34.2,wayne county hospital esrd
Tri- State Dialysis - Dubuque,IA,52001,01Jan2021-31Dec2024,19.9,tri- state dialysis - dubuque
DaVita Central Des Moines Dialysis,IA,50309,01Jan2021-31Dec2024,24.5,davita central des moines dialysis
DaVita West Des Moines Dialysis,IA,50266,01Jan2021-31Dec2024,20.7,davita west des moines dialysis
FMC - Davenport,IA,52803,01Jan2021-31Dec2024,19.9,fmc - davenport
"Southeastern Renal Dialysis, L.C. - M",IA,52641,01Jan2021-31Dec2024,16.5,"southeastern renal dialysis, l.c. - m"
Tri- State Dialysis - Manchester,IA,52057,01Jan2021-31Dec2024,18.1,tri- state dialysis - manchester
"Southeastern Renal Dialysis, LC - W B",IA,52655,01Jan2021-31Dec2024,35.0,"southeastern renal dialysis, lc - w b"
DaVita Creston Dialysis,IA,50801,01Jan2021-31Dec2024,27.5,davita creston dialysis
Siouxland Dialysis,IA,51106,01Jan2021-31Dec2024,32.7,siouxland dialysis
DaVita Cedar Valley Dialysis,IA,50701,01Jan2021-31Dec2024,25.5,davita cedar valley dialysis
"Southeastern Renal Dialysis, L.C. - L",IA,52632,01Jan2021-31Dec2024,12.9,"southeastern renal dialysis, l.c. - l"
DaVita Renal Center of Storm Lake,IA,50588,01Jan2021-31Dec2024,20.4,davita renal center of storm lake
DaVita Newton Dialysis,IA,50208,01Jan2021-31Dec2024,22.2,davita newton dialysis
Dialysis Clinic Inc. - Onawa,IA,51040,01Jan2021-31Dec2024,20.7,dialysis clinic inc. - onawa
FMC Midwest Dialysis,IA,51108,01Jan2021-31Dec2024,21.2,fmc midwest dialysis
DaVita West Union Dialysis Center,IA,52175,01Jan2021-31Dec2024,21.1,davita west union dialysis center
DaVita Shenandoah Dialysis,IA,51601,01Jan2021-31Dec2024,22.0,davita shenandoah dialysis
DaVita Harlan Dialysis,IA,51537,01Jan2021-31Dec2024,22.7,davita harlan dialysis
DaVita Riverpoint Dialysis Unit,IA,50309,01Jan2021-31Dec2024,24.7,davita riverpoint dialysis unit
FMC - Bettendorf,IA,52722,01Jan2021-31Dec2024,21.1,fmc - bettendorf
FMC - Mercy,IA,50314,01Jan2021-31Dec2024,28.1,fmc - mercy
DaVita East Des Moines Dialysis,IA,50316,01Jan2021-31Dec2024,31.8,davita east des moines dialysis
FMC - Dialysis Services Des Moines So,IA,50315,01Jan2021-31Dec2024,18.7,fmc - dialysis services des moines so
Sanford Health Dialysis Hospers,IA,51238,01Jan2021-31Dec2024,24.0,sanford health dialysis hospers
"Southeastern Renal Dialysis, LC - Ft",IA,52627,01Jan2021-31Dec2024,14.2,"southeastern renal dialysis, lc - ft"
FMC - Ottumwa,IA,52501,01Jan2021-31Dec2024,24.4,fmc - ottumwa
DaVita Council Bluffs Dialysis Center,IA,51503,01Jan2021-31Dec2024,25.7,davita council bluffs dialysis center
"Southeastern Renal Dialysis, L.C. - F",IA,52556,01Jan2021-31Dec2024,20.4,"southeastern renal dialysis, l.c. - f"
DaVita Black Hawk Dialysis,IA,50702,01Jan2021-31Dec2024,20.1,davita black hawk dialysis
DaVita Cedar Valley Waverly Dialysis,IA,50677,01Jan2021-31Dec2024,22.9,davita cedar valley waverly dialysis
LE MARS AREA DIALYSIS SERVICES,IA,51031,01Jan2021-31Dec2024,21.1,le mars area dialysis services
DaVita Iowa Falls Mary Greeley Dialys,IA,50126,01Jan2021-31Dec2024,32.8,davita iowa falls mary greeley dialys
DaVita Marshalltown Mary Greeley Dial,IA,50158,01Jan2021-31Dec2024,21.6,davita marshalltown mary greeley dial
DaVita Ames Mary Greeley Dialysis,IA,50010,01Jan2021-31Dec2024,24.4,davita ames mary greeley dialysis
DaVita Renal Center of Fort Dodge,IA,50501,01Jan2021-31Dec2024,20.1,davita renal center of fort dodge
DaVita Cedar Rapids Dialysis,IA,52402,01Jan2021-31Dec2024,19.5,davita cedar rapids dialysis
FMC - Muscatine,IA,52761,01Jan2021-31Dec2024,27.4,fmc - muscatine
DaVita Green Country Dialysis,IA,52807,01Jan2021-31Dec2024,22.8,davita green country dialysis
DaVita Ankeny Dialysis,IA,50023,01Jan2021-31Dec2024,31.7,davita ankeny dialysis
DaVita Five Seasons Dialysis,IA,52403,01Jan2021-31Dec2024,22.5,davita five seasons dialysis
DaVita E.A. Motto Dialysis,IA,52803,01Jan2021-31Dec2024,24.6,davita e.a. motto dialysis
DaVita Ottumwa Dialysis,IA,52501,01Jan2021-31Dec2024,29.5,davita ottumwa dialysis
FMC - Mason City,IA,50401,01Jan2021-31Dec2024,18.1,fmc - mason city
FMC - Algona,IA,50511,01Jan2021-31Dec2024,15.6,fmc - algona
FMC - Charles City,IA,50616,01Jan2021-31Dec2024,16.2,fmc - charles city
DaVita Pella Dialysis,IA,50219,01Jan2021-31Dec2024,22.6,davita pella dialysis
DaVita Windsor Heights Dialysis,IA,50324,01Jan2021-31Dec2024,27.2,davita windsor heights dialysis
FKC - West Des Moines,IA,50266,01Jan2021-31Dec2024,21.8,fkc - west des moines
DaVita Hawkeye Dialysis,IA,52302,01Jan2021-31Dec2024,22.4,davita hawkeye dialysis
USRC Mercy Plaza Dialysis,IA,52402,01Jan2021-31Dec2024,27.5,usrc mercy plaza dialysis
Mayo Clinic Hosp-DYLS,IA,52101,01Jan2021-31Dec2024,18.8,mayo clinic hosp-dyls
University of Iowa Hospital & Clinics,IA,52761,01Jan2021-31Dec2024,17.5,university of iowa hospital & clinics
University of Iowa Hospital & Clinics,IA,50112,01Jan2021-31Dec2024,18.0,university of iowa hospital & clinics
University of Iowa Hospital & Clinics,IA,52317,01Jan2021-31Dec2024,19.3,university of iowa hospital & clinics
University of Iowa Hospital & Clinics,IA,52353,01Jan2021-31Dec2024,20.5,university of iowa hospital & clinics
Warner Dialysis Center,IA,51360,01Jan2021-31Dec2024,18.8,warner dialysis center
Warner Dialysis Center Spencer,IA,51301,01Jan2021-31Dec2024,18.5,warner dialysis center spencer
DaVita Johnson County Dialysis,KS,66214,01Jan2021-31Dec2024,20.3,davita johnson county dialysis
FMC - Salina,KS,67402,01Jan2021-31Dec2024,28.8,fmc - salina
DaVita Wichita Dialysis Center,KS,67214,01Jan2021-31Dec2024,22.7,davita wichita dialysis center
FMC - Wichita,KS,67214,01Jan2021-31Dec2024,23.7,fmc - wichita
Renal Care Group - Dodge City,KS,67801,01Jan2021-31Dec2024,17.8,renal care group - dodge city
Renal Care Group - Hays,KS,67601,01Jan2021-31Dec2024,15.0,renal care group - hays
FMC - Pittsburg Midwest,KS,66762,01Jan2021-31Dec2024,23.1,fmc - pittsburg midwest
DaVita Topeka Dialysis,KS,66606,01Jan2021-31Dec2024,26.6,davita topeka dialysis
DaVita Lenexa Dialysis,KS,66215,01Jan2021-31Dec2024,26.0,davita lenexa dialysis
DaVita Ottawa Dialysis,KS,66067,01Jan2021-31Dec2024,26.8,davita ottawa dialysis
DaVita Independence Dialysis Center,KS,67301,01Jan2021-31Dec2024,38.3,davita independence dialysis center
