facility_name,state,zip_code,smr_date,mortality_rate,facility_name_lower
FMC - HOFFMAN ESTATES,IL,60169,01Jan2021-31Dec2024,11.1,fmc - hoffman estates
DaVita Olympia Fields Dialysis Center,IL,60443,01Jan2021-31Dec2024,19.8,davita olympia fields dialysis center
FMC - GURNEE,IL,60031,01Jan2021-31Dec2024,13.9,fmc - gurnee
FMC - ORLAND PARK,IL,60462,01Jan2021-31Dec2024,20.5,fmc - orland park
FMC - GLENVIEW DIALYSIS CENTER,IL,60025,01Jan2021-31Dec2024,19.8,fmc - glenview dialysis center
DaVita Lake County Dialysis Services,IL,60061,01Jan2021-31Dec2024,14.0,davita lake county dialysis services
DaVita Sun Health Dialysis,IL,60435,01Jan2021-31Dec2024,19.5,davita sun health dialysis
FMC - NEOMEDICA - MELROSE PARK,IL,60160,01Jan2021-31Dec2024,17.0,fmc - neomedica - melrose park
FMC - GARFIELD,IL,60609,01Jan2021-31Dec2024,13.1,fmc - garfield
FMC - REGENCY PARK,IL,62269,01Jan2021-31Dec2024,18.9,fmc - regency park
FMC - NILES,IL,60714,01Jan2021-31Dec2024,16.9,fmc - niles
DaVita Skyline Home Dialysis,IL,60634,01Jan2021-31Dec2024,19.6,davita skyline home dialysis
DaVita Sauget Dialysis,IL,62206,01Jan2021-31Dec2024,20.0,davita sauget dialysis
FMC - EAST PEORIA DIALYSIS,IL,61611,01Jan2021-31Dec2024,24.0,fmc - east peoria dialysis
FMC - MCLEAN COUNTY,IL,61704,01Jan2021-31Dec2024,19.5,fmc - mclean county
FMC - SPRING VALLEY,IL,61362,01Jan2021-31Dec2024,16.3,fmc - spring valley
FMC - OF SPOON RIVER,IL,61520,01Jan2021-31Dec2024,21.6,fmc - of spoon river
FMC - MARQUETTE PARK,IL,60636,01Jan2021-31Dec2024,13.3,fmc - marquette park
DaVita Waukegan Home Training,IL,60085,01Jan2021-31Dec2024,0.0,davita waukegan home training
FOX VALLEY DIALYSIS LTD,IL,60504,01Jan2021-31Dec2024,17.4,fox valley dialysis ltd
FMC - PRAIRIE,IL,60616,01Jan2021-31Dec2024,16.9,fmc - prairie
FMC - CENTRAL ILLINOIS PEKIN,IL,61554,01Jan2021-31Dec2024,28.5,fmc - central illinois pekin
FMC - SOUTH SHORE,IL,60649,01Jan2021-31Dec2024,18.3,fmc - south shore
FMC - SALINE COUNTY,IL,62946,01Jan2021-31Dec2024,32.7,fmc - saline county
FMC - PEORIA DOWNTOWN,IL,61605,01Jan2021-31Dec2024,18.5,fmc - peoria downtown
DaVita Country Hills Dialysis,IL,60478,01Jan2021-31Dec2024,27.4,davita country hills dialysis
FMC - OTTAWA DIALYSIS,IL,61350,01Jan2021-31Dec2024,16.4,fmc - ottawa dialysis
DaVita Waukegan Renal Center,IL,60085,01Jan2021-31Dec2024,19.5,davita waukegan renal center
FMC - MIDWEST - KEWANEE,IL,61443,01Jan2021-31Dec2024,21.7,fmc - midwest - kewanee
FMC - GALESBURG,IL,61401,01Jan2021-31Dec2024,24.5,fmc - galesburg
DaVita Effingham Dialysis,IL,62401,01Jan2021-31Dec2024,19.5,davita effingham dialysis
DaVita Jacksonville Dialysis,IL,62650,01Jan2021-31Dec2024,22.9,davita jacksonville dialysis
DaVita Lincoln Dialysis,IL,62656,01Jan2021-31Dec2024,23.0,davita lincoln dialysis
DaVita Litchfield Dialysis,IL,62056,01Jan2021-31Dec2024,20.2,davita litchfield dialysis
DaVita Macon County Dialysis,IL,62526,01Jan2021-31Dec2024,30.6,davita macon county dialysis
DaVita Mattoon Dialysis,IL,61920,01Jan2021-31Dec2024,21.7,davita mattoon dialysis
DaVita Springfield Central Dialysis,IL,62702,01Jan2021-31Dec2024,24.7,davita springfield central dialysis
DaVita Taylorville Dialysis,IL,62568,01Jan2021-31Dec2024,22.9,davita taylorville dialysis
FMC - CHAMPAIGN - URBANA DIALYSIS CEN,IL,61801,01Jan2021-31Dec2024,26.1,fmc - champaign - urbana dialysis cen
FMC - RANDOLPH COUNTY,IL,62233,01Jan2021-31Dec2024,20.4,fmc - randolph county
DaVita Springfield Montvale Dialysis,IL,62704,01Jan2021-31Dec2024,19.7,davita springfield montvale dialysis
FMC - MACOMB,IL,61455,01Jan2021-31Dec2024,15.8,fmc - macomb
FMC - ELK GROVE HOME DIALYSIS CENTER,IL,60007,01Jan2021-31Dec2024,29.9,fmc - elk grove home dialysis center
FMC - DUQUOIN,IL,62832,01Jan2021-31Dec2024,27.2,fmc - duquoin
FMC - PLAINFIELD NORTH,IL,60544,01Jan2021-31Dec2024,17.5,fmc - plainfield north
FMC - NORTHWESTERN,IL,60611,01Jan2021-31Dec2024,16.1,fmc - northwestern
DaVita Carpentersville Dialysis,IL,60110,01Jan2021-31Dec2024,14.7,davita carpentersville dialysis
DaVita Decatur East Wood Dialysis,IL,62523,01Jan2021-31Dec2024,22.6,davita decatur east wood dialysis
"NEPHRON DIALYSIS CENTER, LTD.",IL,60625,01Jan2021-31Dec2024,19.3,"nephron dialysis center, ltd."
FMC - GREENWOOD AVENUE DIALYSIS CENTE,IL,60619,01Jan2021-31Dec2024,14.7,fmc - greenwood avenue dialysis cente
FMC - NORTH AVENUE DIALYSIS CENTER,IL,60160,01Jan2021-31Dec2024,13.8,fmc - north avenue dialysis center
FMC - DIALYSIS CENTERS OF AMERICA-ILL,IL,62521,01Jan2021-31Dec2024,17.8,fmc - dialysis centers of america-ill
FMC - BOLINGBROOK DIALYSIS,IL,60440,01Jan2021-31Dec2024,14.8,fmc - bolingbrook dialysis
FKC - Midwest Home Dialysis,IL,60126,01Jan2021-31Dec2024,21.5,fkc - midwest home dialysis
FMC - HAZEL CREST,IL,60429,01Jan2021-31Dec2024,19.9,fmc - hazel crest
DaVita Benton Dialysis,IL,62812,01Jan2021-31Dec2024,26.4,davita benton dialysis
DaVita Centralia Dialysis,IL,62801,01Jan2021-31Dec2024,22.2,davita centralia dialysis
FMC - PONTIAC,IL,61764,01Jan2021-31Dec2024,21.7,fmc - pontiac
FMC - ELMHURST DIALYSIS CENTER,IL,60126,01Jan2021-31Dec2024,17.1,fmc - elmhurst dialysis center
FMC - PEORIA NORTH,IL,61615,01Jan2021-31Dec2024,19.7,fmc - peoria north
TRI CITIES DIALYSIS LLC,IL,60134,01Jan2021-31Dec2024,14.0,tri cities dialysis llc
DaVita Stonecrest Dialysis,IL,61104,01Jan2021-31Dec2024,14.9,davita stonecrest dialysis
FMC - NEOMEDICA - ROUND LAKE,IL,60073,01Jan2021-31Dec2024,15.3,fmc - neomedica - round lake
FMC - GLENDALE HEIGHTS DIALYSIS CENTE,IL,60139,01Jan2021-31Dec2024,14.4,fmc - glendale heights dialysis cente
Fresenius Kidney Care - Skokie Dialys,IL,60077,01Jan2021-31Dec2024,13.0,fresenius kidney care - skokie dialys
DaVita Alton Dialysis,IL,62002,01Jan2021-31Dec2024,22.9,davita alton dialysis
DaVita Rushville Dialysis,IL,62681,01Jan2021-31Dec2024,25.5,davita rushville dialysis
FMC - MIDAMERICA EVANSTON,IL,60201,01Jan2021-31Dec2024,12.4,fmc - midamerica evanston
DaVita Hazel Crest Renal Center,IL,60429,01Jan2021-31Dec2024,17.0,davita hazel crest renal center
DIALYZE DIRECT IL - SHELBYVILLE,IL,62565,01Jan2021-31Dec2024,29.5,dialyze direct il - shelbyville
"DANVILLE DIALYSIS SERVICES, LLC",IL,61832,01Jan2021-31Dec2024,22.2,"danville dialysis services, llc"
FMC - WILLIAMSON COUNTY,IL,62959,01Jan2021-31Dec2024,20.2,fmc - williamson county
DaVita Arlington Heights Renal Center,IL,60005,01Jan2021-31Dec2024,26.2,davita arlington heights renal center
FMC - ALSIP DIALYSIS CENTER,IL,60803,01Jan2021-31Dec2024,14.4,fmc - alsip dialysis center
FMC - WILLOWBROOK,IL,60527,01Jan2021-31Dec2024,12.4,fmc - willowbrook
DaVita Illini Renal Dialysis,IL,61821,01Jan2021-31Dec2024,18.8,davita illini renal dialysis
DaVita Maryville Dialysis,IL,62062,01Jan2021-31Dec2024,27.7,davita maryville dialysis
DaVita Chicago Heights Dialysis,IL,60411,01Jan2021-31Dec2024,14.3,davita chicago heights dialysis
DaVita Jerseyville Dialysis,IL,62052,01Jan2021-31Dec2024,31.9,davita jerseyville dialysis
FMC - BREESE DIALYSIS,IL,62230,01Jan2021-31Dec2024,17.4,fmc - breese dialysis
DaVita Beverly Dialysis,IL,60620,01Jan2021-31Dec2024,17.5,davita beverly dialysis
DaVita Sycamore Dialysis,IL,60178,01Jan2021-31Dec2024,20.3,davita sycamore dialysis
DaVita Churchview Dialysis,IL,61107,01Jan2021-31Dec2024,20.2,davita churchview dialysis
FMC - BURBANK,IL,60459,01Jan2021-31Dec2024,16.6,fmc - burbank
DaVita Marengo City Dialysis,IL,60152,01Jan2021-31Dec2024,16.2,davita marengo city dialysis
MAPLE AVENUE KIDNEY CENTER,IL,60304,01Jan2021-31Dec2024,17.3,maple avenue kidney center
FMC - RIVER ROCK-DIXON,IL,61021,01Jan2021-31Dec2024,18.6,fmc - river rock-dixon
DaVita Rockford Dialysis,IL,61103,01Jan2021-31Dec2024,21.0,davita rockford dialysis
DaVita Whiteside Dialysis,IL,61081,01Jan2021-31Dec2024,30.2,davita whiteside dialysis
DaVita Montclare Dialysis Center,IL,60634,01Jan2021-31Dec2024,15.4,davita montclare dialysis center
DaVita Buffalo Grove Dialysis,IL,60089,01Jan2021-31Dec2024,15.7,davita buffalo grove dialysis
DaVita Dixon Kidney Center,IL,61021,01Jan2021-31Dec2024,24.6,davita dixon kidney center
FMC - AUSTIN COMMUNITY KIDNEY CENTER,IL,60651,01Jan2021-31Dec2024,20.7,fmc - austin community kidney center
DaVita Schaumburg Renal Center,IL,60193,01Jan2021-31Dec2024,13.5,davita schaumburg renal center
CONCERTO DIALYSIS,IL,60712,01Jan2021-31Dec2024,30.1,concerto dialysis
DaVita Mt Greenwood Dialysis,IL,60655,01Jan2021-31Dec2024,22.4,davita mt greenwood dialysis
DaVita Stony Creek Dialysis,IL,60453,01Jan2021-31Dec2024,14.3,davita stony creek dialysis
ARA - SOUTH BARRINGTON DIALYSIS CENTE,IL,60010,01Jan2021-31Dec2024,15.0,ara - south barrington dialysis cente
FKC Lincolnwood Dialysis,IL,60712,01Jan2021-31Dec2024,15.9,fkc lincolnwood dialysis
ARA - CRYSTAL LAKE DIALYSIS CENTER,IL,60014,01Jan2021-31Dec2024,21.7,ara - crystal lake dialysis center
DaVita Roxbury Dialysis Center,IL,61107,01Jan2021-31Dec2024,22.3,davita roxbury dialysis center
DaVita Lake Villa Dialysis,IL,60046,01Jan2021-31Dec2024,19.1,davita lake villa dialysis
FMC - MERRIONETTE PARK,IL,60803,01Jan2021-31Dec2024,15.6,fmc - merrionette park
DaVita Little Village Dialysis,IL,60608,01Jan2021-31Dec2024,19.1,davita little village dialysis
FKC - LAKE BLUFF,IL,60044,01Jan2021-31Dec2024,18.7,fkc - lake bluff
FMC - ROSS DIALYSIS - ENGLEWOOD,IL,60621,01Jan2021-31Dec2024,17.4,fmc - ross dialysis - englewood
FMC - OF MCHENRY,IL,60050,01Jan2021-31Dec2024,16.1,fmc - of mchenry
FMC - ANTIOCH,IL,60002,01Jan2021-31Dec2024,23.0,fmc - antioch
FMC - SILVIS,IL,61282,01Jan2021-31Dec2024,21.7,fmc - silvis
DIALYSIS DIRECT - OAK PARK,IL,60301,01Jan2021-31Dec2024,33.4,dialysis direct - oak park
FMC - OSWEGO,IL,60543,01Jan2021-31Dec2024,17.7,fmc - oswego
FMC - NAPERVILLE NORTH DIALYSIS CENTE,IL,60563,01Jan2021-31Dec2024,19.3,fmc - naperville north dialysis cente
FMC - NA LAKEVIEW DIALYSIS,IL,60613,01Jan2021-31Dec2024,14.2,fmc - na lakeview dialysis
QUINCY MEDICAL GROUP PERITONEAL DIALY,IL,62301,01Jan2021-31Dec2024,29.5,quincy medical group peritoneal dialy
FMC - CHICAGO WESTSIDE DIALYSIS,IL,60608,01Jan2021-31Dec2024,14.7,fmc - chicago westside dialysis
DaVita Kankakee County Dialysis,IL,60914,01Jan2021-31Dec2024,29.5,davita kankakee county dialysis
DaVita Maryville Home Dialysis,IL,62062,01Jan2021-31Dec2024,25.7,davita maryville home dialysis
DaVita Edens Home Dialysis,IL,60077,01Jan2021-31Dec2024,26.9,davita edens home dialysis
DaVita Wayne County Dialysis,IL,62837,01Jan2021-31Dec2024,24.6,davita wayne county dialysis
FKC - MOKENA DIALYSIS,IL,60448,01Jan2021-31Dec2024,17.9,fkc - mokena dialysis
FMC - ROSELAND,IL,60628,01Jan2021-31Dec2024,16.0,fmc - roseland
FMC - UPTOWN,IL,60640,01Jan2021-31Dec2024,14.8,fmc - uptown
FMC - HOME DIALYSIS NETWORK INC.,IL,60435,01Jan2021-31Dec2024,25.3,fmc - home dialysis network inc.
FMC - STREATOR,IL,61364,01Jan2021-31Dec2024,22.4,fmc - streator
DaVita Woodridge Home Dialysis PD,IL,60517,01Jan2021-31Dec2024,20.0,davita woodridge home dialysis pd
DaVita Harvey Dialysis,IL,60426,01Jan2021-31Dec2024,27.3,davita harvey dialysis
"FMC - SANDWICH DIALYSIS, LLC",IL,60548,01Jan2021-31Dec2024,15.1,"fmc - sandwich dialysis, llc"
FMC - WEST CHICAGO DIALYSIS CENTER,IL,60185,01Jan2021-31Dec2024,16.8,fmc - west chicago dialysis center
FMC - ROCK ISLAND,IL,61201,01Jan2021-31Dec2024,17.9,fmc - rock island
FMC - OF METROPOLIS,IL,62960,01Jan2021-31Dec2024,39.1,fmc - of metropolis
FMC - PLAINFIELD,IL,60586,01Jan2021-31Dec2024,21.3,fmc - plainfield
YORKVILLE DIALYSIS CENTER LLC,IL,60560,01Jan2021-31Dec2024,22.7,yorkville dialysis center llc
DaVita Adams County Dialysis,IL,62301,01Jan2021-31Dec2024,18.9,davita adams county dialysis
DaVita Big Oaks Dialysis,IL,60714,01Jan2021-31Dec2024,12.3,davita big oaks dialysis
FMC - MIDWAY DIALYSIS,IL,60638,01Jan2021-31Dec2024,19.4,fmc - midway dialysis
DaVita Robinson Dialysis,IL,62454,01Jan2021-31Dec2024,20.2,davita robinson dialysis
DaVita Cobblestone Dialysis,IL,60120,01Jan2021-31Dec2024,14.8,davita cobblestone dialysis
DaVita Crystal Springs Dialysis,IL,60014,01Jan2021-31Dec2024,16.6,davita crystal springs dialysis
DaVita Stony Island Dialysis,IL,60617,01Jan2021-31Dec2024,14.0,davita stony island dialysis
DaVita West Lawn Dialysis,IL,60629,01Jan2021-31Dec2024,18.0,davita west lawn dialysis
DaVita Kenwood Home Training PD,IL,60653,01Jan2021-31Dec2024,31.0,davita kenwood home training pd
DaVita Woodlawn Dialysis,IL,60609,01Jan2021-31Dec2024,16.0,davita woodlawn dialysis
FMC - LOMBARD DIALYSIS,IL,60148,01Jan2021-31Dec2024,15.7,fmc - lombard dialysis
FMC - PALATINE DIALYSIS CENTER,IL,60074,01Jan2021-31Dec2024,17.9,fmc - palatine dialysis center
FKC - SURF ROAD HOME DIALYSIS,IL,60657,01Jan2021-31Dec2024,8.7,fkc - surf road home dialysis
FMC - STEGER DIALYSIS,IL,60475,01Jan2021-31Dec2024,19.6,fmc - steger dialysis
FRESENIUS MEDICAL CARE ELGIN,IL,60123,01Jan2021-31Dec2024,18.2,fresenius medical care elgin
FMC - WAUKEGAN HARBOR,IL,60085,01Jan2021-31Dec2024,12.9,fmc - waukegan harbor
DaVita Grand Crossing Dialysis,IL,60619,01Jan2021-31Dec2024,17.3,davita grand crossing dialysis
FMC - WEST BATAVIA,IL,60510,01Jan2021-31Dec2024,16.3,fmc - west batavia
FMC - WEST WILLOW,IL,60642,01Jan2021-31Dec2024,18.5,fmc - west willow
FMC - MUNDELEIN,IL,60060,01Jan2021-31Dec2024,15.5,fmc - mundelein
DaVita Palos Park Dialysis,IL,60462,01Jan2021-31Dec2024,20.1,davita palos park dialysis
DaVita Springfield South Dialysis,IL,62703,01Jan2021-31Dec2024,22.3,davita springfield south dialysis
DaVita Danville Home Training,IL,61834,01Jan2021-31Dec2024,14.4,davita danville home training
FMC - RIVER FOREST DIALYSIS,IL,60305,01Jan2021-31Dec2024,12.3,fmc - river forest dialysis
DaVita Barrington Creek Dialysis,IL,60010,01Jan2021-31Dec2024,19.0,davita barrington creek dialysis
ARA - MCHENRY DIALYSIS CENTER,IL,60050,01Jan2021-31Dec2024,16.5,ara - mchenry dialysis center
USRC STREAMWOOD DIALYSIS,IL,60107,01Jan2021-31Dec2024,19.2,usrc streamwood dialysis
FMC - JOLIET,IL,60432,01Jan2021-31Dec2024,25.5,fmc - joliet
DaVita Morris Dialysis,IL,60450,01Jan2021-31Dec2024,31.2,davita morris dialysis
DaVita Renal Center New Lenox,IL,60451,01Jan2021-31Dec2024,18.2,davita renal center new lenox
DaVita Renal Center West Joliet,IL,60435,01Jan2021-31Dec2024,18.3,davita renal center west joliet
VILLA PARK HOME DIALYSIS,IL,60181,01Jan2021-31Dec2024,48.8,villa park home dialysis
FMC - CHATHAM,IL,60620,01Jan2021-31Dec2024,13.7,fmc - chatham
HOME DIALYSIS SERVICES LLC,IL,60491,01Jan2021-31Dec2024,39.7,home dialysis services llc
DaVita Glen Dialysis,IL,60026,01Jan2021-31Dec2024,13.6,davita glen dialysis
DaVita Driftwood Dialysis,IL,61032,01Jan2021-31Dec2024,24.8,davita driftwood dialysis
DaVita Crimson Ridge Home Training (P,IL,60178,01Jan2021-31Dec2024,26.4,davita crimson ridge home training (p
USRC BOLINGBROOK,IL,60440,01Jan2021-31Dec2024,17.0,usrc bolingbrook
USRC OAK BROOK DIALYSIS,IL,60515,01Jan2021-31Dec2024,15.3,usrc oak brook dialysis
USRC - AHT DOWNERS GROVE,IL,60515,01Jan2021-31Dec2024,18.9,usrc - aht downers grove
DIALYZE DIRECT IL - GLEN ELLYN,IL,60137,01Jan2021-31Dec2024,35.4,dialyze direct il - glen ellyn
DaVita Shiloh Dialysis,IL,62221,01Jan2021-31Dec2024,23.1,davita shiloh dialysis
FMC - CICERO,IL,60804,01Jan2021-31Dec2024,13.9,fmc - cicero
USRC VILLA PARK DIALYSIS,IL,60181,01Jan2021-31Dec2024,18.2,usrc villa park dialysis
FMC - SOUTH DEERING DIALYSIS,IL,60617,01Jan2021-31Dec2024,13.3,fmc - south deering dialysis
DaVita Silverbridge Home Training,IL,60124,01Jan2021-31Dec2024,17.1,davita silverbridge home training
SAH DIALYSIS CLINIC @26TH ST,IL,60623,01Jan2021-31Dec2024,12.8,sah dialysis clinic @26th st
IROQUOIS KIDNEY CENTER,IL,60970,01Jan2021-31Dec2024,29.6,iroquois kidney center
HOME DIALYSIS SERVICES - ELGIN,IL,60012,01Jan2021-31Dec2024,13.6,home dialysis services - elgin
HOME DIALYSIS SEVICES HICKORY HILLS L,IL,60453,01Jan2021-31Dec2024,30.5,home dialysis sevices hickory hills l
DaVita Moline Home Training,IL,61265,01Jan2021-31Dec2024,18.3,davita moline home training
DaVita Timber Creek,IL,60115,01Jan2021-31Dec2024,18.5,davita timber creek
FMC - OAK FOREST,IL,60452,01Jan2021-31Dec2024,14.0,fmc - oak forest
FMC - NAPERBROOK,IL,60565,01Jan2021-31Dec2024,13.2,fmc - naperbrook
FMC - LOGAN SQUARE,IL,60647,01Jan2021-31Dec2024,13.0,fmc - logan square
DaVita Tazewell County Dialysis,IL,61554,01Jan2021-31Dec2024,26.9,davita tazewell county dialysis
DaVita Lawndale Dialysis,IL,60623,01Jan2021-31Dec2024,22.3,davita lawndale dialysis
HOME DIALYSIS SERVICES OLYMPIA FIELDS,IL,60461,01Jan2021-31Dec2024,34.5,home dialysis services olympia fields
USRC NORTHWESTERN FOUNDATION HOME DIA,IL,60611,01Jan2021-31Dec2024,23.0,usrc northwestern foundation home dia
DaVita Red Bud Dialysis,IL,62278,01Jan2021-31Dec2024,19.0,davita red bud dialysis
AFFILIATED DIALYSIS OF JOLIET,IL,60431,01Jan2021-31Dec2024,14.6,affiliated dialysis of joliet
FMC - DES PLAINES,IL,60018,01Jan2021-31Dec2024,12.5,fmc - des plaines
DaVita Flossmoor Home Dialysis,IL,60422,01Jan2021-31Dec2024,22.4,davita flossmoor home dialysis
DaVita Joliet Home Dialysis (PD ONLY),IL,60446,01Jan2021-31Dec2024,22.6,davita joliet home dialysis (pd only)
DaVita Garfield Kidney Center,IL,60624,01Jan2021-31Dec2024,29.7,davita garfield kidney center
FMC - NORMAL DIALYSIS,IL,61761,01Jan2021-31Dec2024,20.8,fmc - normal dialysis
NXSTAGE KIDNEY CARE OAKBROOK,IL,60523,01Jan2021-31Dec2024,20.8,nxstage kidney care oakbrook
FMC - WEST FRANKFORT HOME THERAPIES,IL,62896,01Jan2021-31Dec2024,27.4,fmc - west frankfort home therapies
FMC - AVANTUS HOME THERAPY,IL,61801,01Jan2021-31Dec2024,36.4,fmc - avantus home therapy
FMC - HIGHLAND,IL,60035,01Jan2021-31Dec2024,13.3,fmc - highland
DaVita West Side Dialysis,IL,60608,01Jan2021-31Dec2024,13.0,davita west side dialysis
DaVita New Lenox Home Training,IL,60451,01Jan2021-31Dec2024,18.4,davita new lenox home training
USRC VILLA PARK HOME THERAPIES,IL,60181,01Jan2021-31Dec2024,16.1,usrc villa park home therapies
HOME DIALYSIS SERVICES ROCKFORD LLC,IL,61107,01Jan2021-31Dec2024,66.4,home dialysis services rockford llc
DaVita Chicago Ridge Dialysis,IL,60415,01Jan2021-31Dec2024,16.2,davita chicago ridge dialysis
MEDICAL DISTRICT HOME DIALYSIS LLC,IL,60612,01Jan2021-31Dec2024,46.1,medical district home dialysis llc
DaVita Belvidere Dialysis,IL,61008,01Jan2021-31Dec2024,15.4,davita belvidere dialysis
RENAL CARE PROVIDERS LLC,IL,60643,01Jan2021-31Dec2024,34.2,renal care providers llc
NOCTURNAL DIALYSIS SPA,IL,60181,01Jan2021-31Dec2024,13.5,nocturnal dialysis spa
FMC - LEMONT,IL,60439,01Jan2021-31Dec2024,16.7,fmc - lemont
"HOME DIALYSIS SERVICES FRANKFORT, LLC",IL,60423,01Jan2021-31Dec2024,21.9,"home dialysis services frankfort, llc"
FMC - SUMMIT,IL,60501,01Jan2021-31Dec2024,15.5,fmc - summit
"RENVIVA, LLC",IL,61107,01Jan2021-31Dec2024,39.1,"renviva, llc"
DaVita Machesney Park Dialysis,IL,61115,01Jan2021-31Dec2024,19.6,davita machesney park dialysis
DaVita Alsip HT at Home,IL,60803,01Jan2021-31Dec2024,21.8,davita alsip ht at home
FMC - ABERDEEN,IL,60607,01Jan2021-31Dec2024,15.2,fmc - aberdeen
DaVita Tinley Park Dialysis,IL,60477,01Jan2021-31Dec2024,25.1,davita tinley park dialysis
DaVita Northside Home Training,IL,60618,01Jan2021-31Dec2024,32.3,davita northside home training
DaVita Vermilion County Dialysis,IL,61834,01Jan2021-31Dec2024,17.5,davita vermilion county dialysis
DaVita Montgomery County Dialysis,IL,62049,01Jan2021-31Dec2024,25.2,davita montgomery county dialysis
AFFILIATED DIALYSIS OF MORRIS,IL,60450,01Jan2021-31Dec2024,26.5,affiliated dialysis of morris
FMC - NEW CITY,IL,60609,01Jan2021-31Dec2024,15.3,fmc - new city
SHIFA DIALYSIS,IL,60642,01Jan2021-31Dec2024,33.7,shifa dialysis
DaVita Calumet City Dialysis,IL,60409,01Jan2021-31Dec2024,18.4,davita calumet city dialysis
DaVita O'Fallon Dialysis,IL,62269,01Jan2021-31Dec2024,12.8,davita o'fallon dialysis
FMC - KOKE MILL ROAD,IL,62711,01Jan2021-31Dec2024,18.8,fmc - koke mill road
ANGEL CARE CENTER LLC,IL,62959,01Jan2021-31Dec2024,29.1,angel care center llc
FMC - HUMBOLDT PARK,IL,60651,01Jan2021-31Dec2024,20.4,fmc - humboldt park
DaVita Collinsville Dialysis,IL,62234,01Jan2021-31Dec2024,23.5,davita collinsville dialysis
FKC - EVERGREEN PARK,IL,60805,01Jan2021-31Dec2024,15.5,fkc - evergreen park
HOME DIALYSIS SERVICES - FOX VALLEY L,IL,60124,01Jan2021-31Dec2024,15.3,home dialysis services - fox valley l
DaVita Forest City Dialysis,IL,61101,01Jan2021-31Dec2024,22.5,davita forest city dialysis
DCC - OAK LAWN,IL,60453,01Jan2021-31Dec2024,13.0,dcc - oak lawn
FMC - BEVERLY RIDGE,IL,60643,01Jan2021-31Dec2024,18.5,fmc - beverly ridge
DaVita Huntley Dialysis,IL,60142,01Jan2021-31Dec2024,15.8,davita huntley dialysis
DCC - OLYMPIA FIELDS,IL,60461,01Jan2021-31Dec2024,21.3,dcc - olympia fields
USRC HICKORY HILLS DIALYSIS,IL,60457,01Jan2021-31Dec2024,14.3,usrc hickory hills dialysis
DaVita Park Manor Dialysis,IL,60617,01Jan2021-31Dec2024,17.4,davita park manor dialysis
FKC - CHICAGO HEIGHTS,IL,60411,01Jan2021-31Dec2024,22.8,fkc - chicago heights
USRC DAN RYAN,IL,60620,01Jan2021-31Dec2024,15.0,usrc dan ryan
DaVita Washington Heights Dialysis,IL,60628,01Jan2021-31Dec2024,13.5,davita washington heights dialysis
FMC - SCHAUMBURG,IL,60193,01Jan2021-31Dec2024,17.1,fmc - schaumburg
FKC - EAST AURORA,IL,60505,01Jan2021-31Dec2024,14.0,fkc - east aurora
FKC - BELLEVILLE,IL,62223,01Jan2021-31Dec2024,18.2,fkc - belleville
DaVita Irving Park Dialysis,IL,60641,01Jan2021-31Dec2024,17.2,davita irving park dialysis
FMC - ZION,IL,60099,01Jan2021-31Dec2024,15.6,fmc - zion
DaVita Owen Center Home Training,IL,61101,01Jan2021-31Dec2024,32.2,davita owen center home training
FMC - MOUNT PROSPECT,IL,60056,01Jan2021-31Dec2024,13.4,fmc - mount prospect
CHANNAHON HOME DIALYSIS,IL,60410,01Jan2021-31Dec2024,25.6,channahon home dialysis
FKC - WOODRIDGE,IL,60517,01Jan2021-31Dec2024,15.4,fkc - woodridge
DaVita Edgemont Dialysis,IL,62201,01Jan2021-31Dec2024,25.9,davita edgemont dialysis
Dialysis Care Center-Beverly,IL,60643,01Jan2021-31Dec2024,20.6,dialysis care center-beverly
DaVita Downers Grove Home Training,IL,60515,01Jan2021-31Dec2024,23.1,davita downers grove home training
DaVita Kankakee River Dialysis,IL,60901,01Jan2021-31Dec2024,16.4,davita kankakee river dialysis
DaVita Norwood Park Dialysis,IL,60631,01Jan2021-31Dec2024,15.8,davita norwood park dialysis
DIALYSIS CARE CENTER - MCHENRY,IL,60050,01Jan2021-31Dec2024,11.3,dialysis care center - mchenry
FMC - SPRINGFIELD EAST,IL,62703,01Jan2021-31Dec2024,25.9,fmc - springfield east
DaVita Ford City Dialysis,IL,60652,01Jan2021-31Dec2024,9.3,davita ford city dialysis
DaVita Salt Creek Dialysis,IL,60181,01Jan2021-31Dec2024,12.5,davita salt creek dialysis
FRESENIUS KIDNEY CARE SOUTH ELGIN,IL,60177,01Jan2021-31Dec2024,18.8,fresenius kidney care south elgin
DaVita Brickyard Dialysis,IL,60639,01Jan2021-31Dec2024,7.2,davita brickyard dialysis
DaVita Geneva Crossings,IL,60188,01Jan2021-31Dec2024,18.3,davita geneva crossings
FKC - EAST PEORIA HOME,IL,61611,01Jan2021-31Dec2024,24.7,fkc - east peoria home
DaVita Brighton Park Dialysis,IL,60632,01Jan2021-31Dec2024,13.6,davita brighton park dialysis
DIALYSIS CARE CENTER - ELGIN,IL,60123,01Jan2021-31Dec2024,22.6,dialysis care center - elgin
EXCEL RENAL CARE SERVICES,IL,60657,01Jan2021-31Dec2024,21.9,excel renal care services
DaVita Oak Meadows Dialysis,IL,60453,01Jan2021-31Dec2024,12.7,davita oak meadows dialysis
DaVita Beach Park Dialysis,IL,60087,01Jan2021-31Dec2024,13.0,davita beach park dialysis
